,text
21168,a-ok
21169,it is good but website opening late
21170,ambush raj
21171,
21172,nice
21173,"it won't work. i'm trying to update, it's not working. the worst."
21174,"chrome on windows is great.. android one is good too, to get old tab layout just type chrome://flags on your android chrome browser and search ""grid"" then disable both the options(tab grid layout) and relaunch.. damn! old look is back"
21175,me to
21176,suck
21177,great app
21178,it's too sick it's da best
21179,why i can't update i'm fed up
21180,i can't able to update latest version
21181,there is few
21182,this app update option no
21183,very good
21184,very easy
21185,good
21186,unable to update it
21187,myers alright!
21188,where did the tab switching option go? wiping doesn't help either. so frustrating.
21189,good exclint
21190,best browser
21191,ok digit
21192,super
21193,good
21194,unable to update the app
21195,not able to update chrome it gets stuck into pending then it stops then i have to keep on clicking on * update* but it does not update. no issue with any other apps except android review which is is experiencing the same issue
21196,indeed this browser it's fast & reliable
21197,
21198,she knows so back off. my marriage is too important me
21199,خیلی خوبه ولی اگه میشد روش پلتفورم نصب کرد عالی میشد.
21200,unable to update. can u pls check
21201,good
21202,"google is an awful company run by awful people. the second i'm able to, i'll be deleting it."
21203,i give five star
21204,simple
21205,محبت کی کہانی
21206,this is app always it take time to update ..mmmmmmmm i'm just going to disable him sorry dot like this app ....sorry
21207,it's awesome
21208,this is nice application
21209,avg
21210,worst app
21211,"one star, since i cannot update app.a"
21212,works great...
21213,ini say kerala google nya gama upgrade !!!!!! ud di elik upgrade berhenti² sending !
21214,very nice
21215,best app
21216,i am not able to update this app.
21217,nice app
21218,awesome
21219,love google chrome. password backup. address and payments information autofill. bookmarks passwords history everything can be backed up
21220,good
21221,doesn't seem to want to update!!
21222,this app is slow coming up and way too many ads coming up that you have to get off the screen just to read what you want to read about.
21223,this is not working in my phone
21224,000marche-a excellent
21225,this game is very fun then you are bored
21226,no commentary
21227,4 star nice game and good
21228,one of the best game of football..
21229,one word = phenomenal
21230,captivating game i love it
21231,very good i love it
21232,wow best game
21233,nice and very challenging
21234,good
21235,this game is a billionaire my story animated l had no idea what to do with it was that i was not able to
21236,amazing
21237,resource download error
21238,after updating it does not open....i would rate it 0 stars after the new update.....0 stars...0 0 0
21239,nice
21240,"good gameplay, but a better online system are needed because it easily disconnected even my internet speed is fast, it became unrealistic year by year and i have no satisfaction in playing fifa mobile anymore. it was really bad at all. it was very ridiculous that player overall exceed 100 for me. it just depend on team ability that destroy the fun and enjoyment of the game. if i have a great skill but my players overall is low, there is no way i can win no matter how i hard i tried. please fix"
21241,set it
21242,good game for children
21243,nice
21244,good game and easy
21245,its great.i love ea.it is just spectacular.i would be suggesting a account recovery.so that when we install fifa we can play it again with same account.when i updated fifa 18 to 19 my account was gone my team having 85 oval was gone with username realmadrid.please improve.keep it ip
21246,"they should fix tags pls ,but the game is awesome"
21247,omg this is so much fun
21248,"decent game, a few connection issues. but the icons from icon strike cost far too many points"
21249,love this game but i am still in training of cross
21250,good❤️❤️❤️❤️❤️
21251,good
21252,"it's an alright game.. although i know it hasn't shown anything yet, and i hope it doesn't"
21253,"i love this game so much but i don,t know why my keyboard controls aren,t working and why is there no commentary"
21254,nice
21255,"very bad game according to me because my opponent is always have good and great chance, and me always 1 great chance in the game"
21256,it is good but when there is bad connection u will be kicked out
21257,decent
21258,i think it's the best game ever
21259,ur servers are outstanding messed up please do something i always face lag at a point in a match in h2h because of u servers i love h2h book it's not as stupid as vas attack but the server problems r kill eeeeee
21260,why is the no commentary.
21261,good
21262,the best
21263,excellent game in low memory
21264,it was really unfair in the champions vs and lunar it is soon unfair i dont like the game anymore
21265,man it cole
21266,i like fifa pleas come in kenya with your friends psg
21267,it's a really great and fun i game... probably one of the best mobile soccer games... the only downside to it is that it gets very slow though consuming alot of internet bundles
21268,it's just amazingly fun
21269,awesome
21270,it is fantastic
21271,if this isnt the worst game i don't know what is how will i struggle to beat someone whose overall rating is above mine and i an winning and he quits that suppose to be the end of the game but due to stupid reasons computer takes over and beat me very very stupid
21272,best game ever
21273,"pnzz add icons on market , add commentary and add substitution, also if you want you can add 500 more on update .but please 🥺🥺 add these things"
21274,fantastic game
21275,great
21276,very good
21277,the player look))
21278,its probably the best football game i ever play.
21279,"so the game play is amazing but also when its a hard mode challenge its unreasonable for you to just make so random stuff up for example in the beckham 2 the last game the one vs man city how can you expect someone to make 3 hat-trick and 3 goal with the midfielder its close to impossible thats why you see no one with 95 beckham, so please if you want your consumer to be happy at least make some parts easier."
21280,not opening
21281,is there indian league isl also included?
21282,best game i ever seen it before with good graphics
21283,sugar gun
21284,"you can't believe that it's the only game iam playing for 3 years, without any kind of embarrassment....thanks ea"
21285,it keeps shooting when i am not tapping and not shooting and when i am tapping real problem is that we need controller support
21286,"you need to improve the shoots, it's like player is passing the ball to the keeper"
21287,ea i hate you. when higher or. man left he wins with ai but we lower overall always defeat because they left . please when someone leaves please give victory to the other. pnzz
21288,poor poor dont download
21289,it's a very bad game fifa on mobile is the worst
21290,v good
21291,i didn't get the beckham quests after finishing the main chapter and getting the card in my team. is it a bug or am i missing something?
21292,nice game 🆗
21293,best game for mobile
21294,fifa messi is real messi
21295,addicted game 🥰🥰
21296,this game is very awesome i really enjoy playing this game
21297,"bo had jsjskwllw sleep id how rs hall hs,z hk see hi d jjjkkkk d mf"
21298,not even nice to play
21299,an amazing game just that it takes up as much space also need to add the ability to do different skills moves.
21300,is so gooooooooo d
21301,nice
21302,camantary needed for fifa.is it updated version has included that 🤔. is it true?
21303,this game is really bad
21304,bagaimana cara membuat kits costume kit sending?
21305,poli sana
21306,vary bad game.via not good
21307,i really enjoy this video game
21308,good
21309,good game
21310,bad game
21311,this game is does not work in my mobile please completely setting as soon as fast
21312,so good
21313,top
21314,"i... hate... this... game. the gameplay literally hasn changed much since fm 19. it's the game of crossing, crossing-spamming technique is so overuse. skills dont make sense, the heel to heel is op as hell. glitches happen everytimes. we dont care what event u add in the game, we just need u to fix the gameplay"
21315,this game is just great and it's better than fifa 20 and fifa 21 bro keep up the good work. oh and btw my team is 79
21316,controls could be much better when we go near the goal the defenders form a crowd and wiping the fingers get difficult
21317,awesome game ever on mobile
21318,the game is so good.a footballer who has not downloaded the game should download it
21319,great
21320,nice game
21321,i love this platform
21322,"great app,i love the design. the user experience is also great, i can navigate easily, transactions can be slow sometimes though"
21323,"so cool, keep me disciplined"
21324,excellent app..makes saving super easy
21325,the app is so good l have not experience any problem
21326,delightful app! easy to use and really helps to save.
21327,amazing my favourite movie is mc square
21328,o june me h have the two iucn77 9 opt it was so uuuuuuuui the lon i'm u up uu it uuuuuu7
21329,i love it
21330,i just wish there's more shows like harry potter and stuff like that
21331,i like it but i want like my little pony back and the movies pls and i want 7seeds to have a other episode 3
21332,crashes any time.. showing error
21333,good app
21334,good
21335,good
21336,i love it a lot it is a lot of money and yeah bur i love it you can each anything you want
21337,so true
21338,very easy to sing up.
21339,very good fun if u staying in with the family
21340,good
21341,"this app is absolutely amazing its structured for easy access and browsing through all your favorite shows ,movies, programs, and much more!! i love the features of passing and starting again specially when you just ordered food to eat and watch with the 5 star program or movie!! great choices to choose from and you can get early releases and new netflix movies genres only here you will be addicted!! 5 stars . the best is yet to come remember all those tv shows we grew on who 's the boss others"
21342,very good
21343,"new update is horrible. when you click on a movie to view the description it won't let you hit the back button. i either have to close out the app and start over, or hit the home button"
21344,element
21345,george nooksfull album gospel song
21346,excuse me???!?! ylu have the audacity to remove all of these great anime off of here but yet you keep riverdale??????? if you remove quran highschool host club i will be cancelling my subscription!!!!! this is what we not gonna do. and i know for a fact that im not the only person who feels this way.
21347,nice
21348,i like it because i can watch it.
21349,word party issue! please fix the playback before we go nuts! it likes to play the new episodes (first 5) on loop. atleast play all the new ones 🤷‍♀️ it plays the first episode on repeat and end with previews like all the new episodes have already played.
21350,i love it
21351,"this is a great app i just dont like the fact we are paying for the same old movies and even when you do get a new movie part one is not even their . where are the exiting movies ,the actions shows and why not stop bringing these boring!!! movies.heres a suggestion "" legacies"""
21352,nice
21353,it's pretty good app kinda need good wifi for it tho
21354,bakwaas
21355,fantastic app
21356,good
21357,blog kang silat
21358,its alright but (maybe it's just my phone) doesn't refresh and pushes some shows even if you say you aren't interested. i use it mostly because its so much better than cable.
21359,i just love it
21360,they dont have good shows there is none anymore dont get go get tube
21361,very bad
21362,love this app so much
21363,i am not sure why the app doesn't accept my password i have to keep on changing every now and then
21364,great content
21365,"every time i try to sign in, the app keeps closing."
21366,excellent
21367,"hulu has live tv, hulu has better, newer, and more movies, hulu has live sports, hulu doesn't have an agenda against your children. now netflix does have some good shows, but that's all they have. i recently discovered that netflix would be ""cracking down"" on account sharing. i believe this is so wrong for many reasons and will ultimately begin to create a negative perception on netflix; and will also lead netflix customers to their competitors. last i checked, we lived in a free country. greed!"
21368,lovely lovely
21369,it is a good app you can watch movies and cartoon i love it as a child so i rate it 5
21370,good entertainment
21371,great app
21372,great
21373,amazing
21374,lost money
21375,great
21376,like the series but does not have that many option as usa
21377,no words
21378,best
21379,netflix has this shingle in da bag! they rock!
21380,hub alt
21381,very nice
21382,good
21383,هه
21384,excellent
21385,it has a lot of nice movies but i think they could do better by adding more movies. most of the movies i search are not there like goosebumps 2.
21386,excellent service thanks for the entertainment. love u guys
21387,"waiting 25 minutes, no update"
21388,"not much to say about this app but all i'm going to say is that it is far too expensive than it used to be and its also very annoying when u find a really good series and then ur trial runs out, it has happened to me and and i'm still annoyed to this day."
21389,i love it because you can och stub
21390,very good
21391,best streaming service in the world.
21392,i love netflix
21393,it is so slow
21394,love
21395,good
21396,best app ever
21397,good
21398,i love this app its really easy to use just make an account and watch!!!
21399,awesome
21400,i like the movie and show
21401,excellent
21402,it's a good app
21403,great the best thinking of taking my cable company off.
21404,good
21405,good
21406,absolutely amazing app we got here !
21407,great movies that's why i came back
21408,average
21409,"not able to play any video, even the downloaded ones since last 2 weeks."
21410,cant use the app anymore after the new update . the app doesn't load properly and it takes a lot of time to do so even if it does and i cant download or stream anything.
21411,enhances my viewing experiences
21412,you need an option to disable previews from auto-playing. thx.
21413,এই সফটওয়্যার টা অনেক ভাল।
21414,it is gun
21415,okkkkk
21416,good
21417,best of all st change the theme now
21418,not yet. still exploring
21419,less movies now a days and no for middle age children
21420,duo
21421,best app!! much love
21422,element
21423,wow awesome app to keep you entertained for a while definitely recommend it
21424,it's the best
21425,love this app❤
21426,please add re:zero season 2.
21427,super
21428,its very good and fun
21429,wow
21430,it's so amazing
21431,nice game
21432,wow that's crazy and mater color
21433,nice game
21434,omg this game is amazing i love it yesterday i went at a place were i was very board i was playing this game full time
21435,the is not to say that i have been in a meeting with a few weeks back and forth between them in a few weeks back
21436,radio mia
21437,3 star
21438,very good
21439,describe your
21440,this app is amazing♥️♥️
21441,awesome game!❤️
21442,sugar five stars
21443,nc
21444,nice game
21445,good game
21446,makes me so hard api
21447,kanji pale ok
21448,i like it
21449,good game
21450,hat
21451,i love to collect diamond.it is my hobby.
21452,op game
21453,nice
21454,super enjoyment in this game
21455,ff
21456,temple run 2
21457,nice game
21458,nice this game is amazing
21459,nice
21460,better temple run
21461,love you
21462,math
21463,try no
21464,"this game is amazing but now it's keep on loading but download it,it is amazing"
21465,i like it
21466,good game
21467,very nice app i am enjoying this game
21468,it's great i lost it and look at me downloading it again
21469,🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩
21470,awesome
21471,chanson kumar
21472,love it
21473,vary nice game
21474,treatment
21475,good game
21476,this game is good but the colours in it are not good it's so hard to play with colours they keep messing up my game
21477,osom game
21478,i think very very best game for me in the world .
21479,very nice game lovely
21480,this game is nice but it has one problem that is when is tilting my phone it's not tilting please check it
21481,status
21482,chi h
21483,in the start this game was some.i had play it so many years.now this game is useless.
21484,nice
21485,temple. run2
21486,best
21487,ft wall
21488,nice 1number
21489,veryold
21490,nice
21491,this game is a great and powerful people are right
21492,great
21493,rd y2 there he hh uni 4d he is no for to us he he hue to use key4bbc he he bdiejudge d r run it j my 6. ..y8tu rt hr department in your country
21494,der kha game de.
21495,best.....
21496,raging rana
21497,guru
21498,best running game
21499,best game
21500,in this game so hard to diamond collection but this gam is so imaging then all who play this game if you don't see any character in this game you come online then you see all character in this game
21501,my rights score is 5693
21502,it's a great game the problem is that we don't get the green diamond terms frequently and they are needed for opening the other levels so you are just stuck on the same level
21503,"i think it,s a good game and temple run is my favourite game"
21504,nice game
21505,though i have not yet installed it i played it once and it hooked me
21506,wow! like to temple run 2 yes
21507,god game
21508,love this game! restarted many times since it only goes to level 15. i would love to see some new challenges and new paths though.
21509,temple run 2 my favorite game
21510,made420 ke tara se ik photo sa vat swear kejeye
21511,super
21512,very bad
21513,so excited in game
21514,awesome
21515,"yogurt,"
21516,best ... ..............#of6ñdß
21517,shui
21518,this is very good
21519,amazing
21520,s0
21521,so good
21522,it is really great game. i and my friends like it. i love it game.
21523,very very super
21524,temple run 1 very best
21525,temple run is amazing and relaxing.it makes me and u feel free at all times it is awesome it is
21526,excellent app great activities by the traders good dor beginners and advanced technology
21527,excellent app great initiative by the team interface is well designed and developed good efforts by the team
21528,dil se fake app every time i applied so problem with the application
21529,excellent
21530,"also, recent features of fund value tracking for sip & lumpsum are really helpful to analyze the performance of mutual fund schemes. i am quite impressed. would like to congratulate the entire 5 pais team for being innovative."
21531,"if one knows how to trade and use apps like these, it can turn your world around. this app has given me the power to track live and then take trade calls even if i’m in bangalore traffic! real-time updates of ticker and news flows .. new updates are very smooth and refreshing."
21532,"i also urge the my way team to get experts to increase awareness, training & expertise for pro users to excel in financial & stock market investment. be innovative & excel. thank you!!"
21533,"appreciate the entire team of 5pais. who made this possible. without this app, i would have wasted at least a few hours a day tracking data points via laptop ...nice app."
21534,"it gives comprehensive news, views & analysis. the stocks, mutual funds valuations can be tracked in real-time using this app."
21535,the way the sections are arranged is just excellent. the user interface is good and easygoing. easy to understand the data and analysis for a new investor. this is the best app so far i have used.
21536,"get research recommendations, from their research team. these agents are really effective. you can some good extra cash from this application. make sure you download this app."
21537,"get the prices of sense, nifty, six nifty, usd, and many more facilities with this application. this application will simply make your life easier. go ahead and download this application."
21538,you can also view the status of your transferred funds with a single tap. what more you in this application. well so far used it for six months. i am satisfied with the experience.
21539,very good app.
21540,really good
21541,it's helping in keeping by phone more useful except for one thing i have to turn it on every day so it tells me i'm not secure at all times why is it doing that?
21542,it's great but i keep getting more viruses and i need to get new apps to help me not and i can't do that so i say 3/5 or 2 half /5 not only that i sell someone say it's the same for me i'm freezing and get more virus notifications
21543,"i love this app so so much thank you for making this app it kinda helps from the virus, thanks again."
21544,cool
21545,they're pretty sufficient
21546,it is a waste of your time. it's horrible
21547,"i like this app, its a good one."
21548,nice apps
21549,dfd has been on top of all concerns ive had surrounding security. theyre great! i do see them researching and developing to a major source for cybersecurity.
21550,im getting slammed
21551,good
21552,my life is hell because of a pakistani muslims that own franchises in pcs metro and boost mobil.my privacy has been melcheslly ruined.a man by the name of salem.son of seed.and a halal market owner by the names of mohammad iran hair.both stores is in houston tx.on the corner of veteran memorial parkway and anton drive.both radical muslims that follow the share of the quran to kill steal ruin reputation of infidals.especially me since i was involved in training marines in iraqi war fare an
21553,helps phone
21554,nice 20/03/2021
21555,refused to use it cup it's $30 and they have security things for free but i refuse to use it i think they put them you scam or whatever on my my phone i just i haven't been to a sex site so i don't know how that got in there
21556,bad
21557,i love this app so much. i have had it since 2020 and it's really good when the app tells me someone is trying to steal my identity so i'ma give this a 5 star
21558,please signed particular player options... i want to sign some player but i gave some other players. and also add some good tournament like champions league...etc...must include this game... then the game will be awesome. please notice that......
21559,i guess u should use ea's server
21560,best ever football game
21561,www
21562,online matches has most lag nul issues are very high please solve that issue
21563,best mobile game ever! but please kami you need to include african legendary players too. this is a global brand and should be devoid of racial segregation. thanks.
21564,total waste game pes 2021. iam addicted this game but know iam really hate this game. all numbers included this game and win then all fake playing players.
21565,this is a good game but why to stupid anyways u guys are trying to be like fifa but no improvement really not good and it is so hard to do a skill
21566,what
21567,when opponents have bad connection we face game tags and the commands are not responded by players after loading. the worst game in online football. upgrade your matchmaking system also.
21568,the game is totally awesome but null is the greatest problem hope pes will fix it permanently.#we_love_pes❤️
21569,i can't find opponent ...sod bad
21570,graphics are the best
21571,great!!..
21572,enjoyable game but sometimes has connection problems and needs to control unscrupulous users with unwanted apps during online games
21573,make it easier im bad
21574,don't download this game and if u download though...pnzz don't play football events ...this game is full scripted.
21575,nice
21576,the games wonderful and the commentary makes it even better just need to get more gold
21577,please correct the data issues.it irritated a lot.
21578,que por query
21579,"nice gameplay, i notice pes mobile became unrealistic year by year. online match was very sucks even i always had a airplay with opponent problems."
21580,this game is so amazing with this updates
21581,good but national kits
21582,can't even play the matchday and event without it lagging every 3 seconds when my internet connection is really good
21583,worst game in football history! unless kami developers
21584,bro is best game love you bro
21585,
21586,ok
21587,"don't fall for the good graphics and versatile gameplay, this game will frustrated you to your wits end. if you are looking for a game that you can play at the end of the day and be relaxed, this is not the game for you."
21588,"please provide an option like the spectators mode, so that the game can be streamed. i believe the game has the potential to gain viewership."
21589,pitch this game man always say there is a null i can't play any match piiiitch
21590,how to play soccer
21591,love the game play
21592,"what a nice game, so interesting that i deleted the fifa football i have before, i love the game so much.. the only problem in this game is lagging, more especially when playing online, kami should try and do something about it.."
21593,it's good for me.
21594,good
21595,"this game is awesome,but some of users use dirty hacker"
21596,best game for mobile but pes 20 is online that's the problem where is the champions league need champion league
21597,great game
21598,wow
21599,control doesn't register most of the time...
21600,my thought this game is better than pub
21601,this is legendary game on android mobile i will say last thank you very much for bringing this game to android mobile
21602,"i really like this game. but the problems are the controls, being only career mode, and sometimes it makes really mad by the gameplay of other teams that i play against."
21603,i want indian football teams in pes 2021 with licensed patches and player's also with average rating.
21604,enjoying the game!
21605,it's my fourth id of kami whenever i change my phone i lost my id. but best game for football fans and good graphic quality. makers have to work on online games and add more account options like facebook etc. so we can connect to our friends and more people.
21606,please bring again gameplay like pes 2018.
21607,i give him 4 stars because his lich is very bad
21608,just like itt
21609,pes sheet
21610,we want league
21611,good game
21612,"worst football game ever. nothing else to say than a scripted game, and if there was a star -1, i would have rated this game."
21613,just an awesome game. but the only problem is lag when playing with online multiplayer
21614,nice
21615,"this is one of the best mobile game's i have ever played if not the best bt the problem is it is too difficult an all star team with the likes of messi,ronaldo, maradona can you easily be beaten by brighton it's like it was programmed for us players to always lose....you really need to fix that and also add some competitions like the ucl,pl and la liga and some name's on the player's shirts to make it more realistic"
21616,the best mobile game available.
21617,super
21618,this game is fantastic
21619,why is people not supporting pes. it is the best android football game
21620,i love the game and the graphics are all fine. but the controls doesn't work properly. pls make the changes at your best
21621,poli sana may
21622,i have very good
21623,nice game
21624,"poor could be improved my player never times his runs, john stones runs faster than mapped and marcus rashford improve your game!"
21625,this game is the best football game that i've ever played but sometimes i give up because it's so hard to get iconic moment players !!!!!!
21626,i am impressed from the graphics of this game. it is not downloading in my mobile now because of internet speed problem. but i download it hurry. i am exited to play this game.
21627,we want feature card of zealand but about the game the graphics is good little lag only
21628,"hello pes, you've been great in past few months and for that i'll give 5 star rating it's fernando torres's birthday and i've been wanting to have a player card of him or an iconic moment of him, so i don't know if you guys can add him in the football points player lists. i'll be the first to get him into my team and give him the number 9 shirt and captain arm band. happy birthday, el niño"
21629,love it the graphics are cool and i love football so it's like a treat for me
21630,love it
21631,i love pes
21632,world worked game
21633,good
21634,i love the game but sometimes i don't get good players and i always lose online especially when i'm leading
21635,i love this game......the best football game in the world❤️❤️❤️❤️❤️
21636,nice game
21637,awesome ⚽
21638,good game
21639,good
21640,ഗെയിം ഞാൻ ഇപ്പൊ കേറ്റിയത്തെള്ളു എന്തെരോ എന്തോ
21641,this is a really good game. i love it. but i think you should max iconic players skills and positions. and one more thing your team should improve players signing both (regular & box draw) that after every 5 to 10 openings there is a good player signed. please reply to my review and give your comment on my review. but overall i love it. superb!
21642,very good game i love this game very much
21643,this game is really good.. but i hope in the next update we can see the friends who are online and we get the ball selection.. hopefully you can hear me. thanksyou and goodnight
21644,pes yoo
21645,best game so far
21646,pod
21647,its good that one
21648,boring
21649,"verryyy addictive. but unfortunately the game is rigged. it's designed for u to lose all the time. the referee in the game is too bias, they have designed him to ring the game. the controls are poor, good graphics, but it doesn't cut it for me. just installed it, if all theses things are worked on, the game will be flawless."
21650,should've added the pic of mason mount on the cover pic okay
21651,excellent game
21652,this game isn't working me please help me my phone is a2core
21653,i like it this it's very good games
21654,super
21655,good
21656,love this app and the interface is a1+ love that i can buy us stocks that’s amazing the one thing i miss is the allocation chart for the stocks which says which sector in am in and also the weightage of each stock i hope we get to see that
21657,this seals the deal for me very user-friendly. thank you wisdom
21658,"""ui is pretty simple and loving it.. easy way to track stocks and mutual fund performance.. yes, the app should add more features but for now there is no major complaints.. sometime, the stock charts doesn't load which is little inconvenient.. looking forward for longer association with grow.. ❤️"""
21659,"""this is a very smooth and user friendly app i have seen ever in finance domain .. good job developers ✌️"""
21660,app is very good and user friendly.
21661,"""honestly the app is awesome in its field, after using various methods of investment and financing. grow became my personal favourite. writing this review is itself an appreciation, i would request the authorities to add some beginner features like guiding for investment, monthly tips for investors apart from the highlight mails, grow will shine out afterwards. thankyou"""
21662,the best part is ₹0 amc! so the only major expense while investing is dp charges while selling of ₹15 per company which is negligible if the amount invested is of decent size. totally recommend to anyone who wants to start small with investing
21663,simple operation and control of your funds excellent wisdom
21664,easy to operate and manage your funds good wisdom
21665,"the only app i have so far, literally the best investment app for everyone. every person should use this app for their investment."
21666,everyone wants to invest the money into a safe platform with carefulness and this app is the reason why you should invest your money for your future use.
21667,"very easy to use interface. never faced any much issues, using it almost from 2 years."
21668,"i have been using this application since six months it’s been an awesome and working smoothly but from news days it’s has been doing something wrong which is really irritating a lot while checking wish list of shares and especially at the time of refreshing of list so kindly request you to solve this problem.,"
21669,"excellent interface,easy to use and works as advertised.very happy with this app."
21670,"""as i am very young in age and i dot know much where to invest and how to invest one of my frd suggest me abt this app and app is very fully to use , they suggest uh where to invest n its very hassle free . #tyfisdom for growing my money more 🤘"""
21671,you can gain market share and buy shares or sell shares or stocks convienantly by using this application.
21672,"these two words come in mind when i think about wisdom.. the back end engineers have done a mighty fine job on this app. the overall user experience of the app, in general and during transactions is top notch. highly recommend it to everyone."
21673,"good... amazing app with all great features, loved the overall performance of grow while investing in stock market. thank you for this amazing application it's been so helpful for me to use to keep track of all my investments."
21674,"the main advantage of grow is its easy to use, fantastic ui, easy to setup. just"
21675,"great info. scanners are useful. wonderful and amazing app… lot of information and knowledge nice app. must use to trade for profit. thank you, team, for developing such a good app. best app for stock screening and to check daily market activity...."
21676,highly recommended
21677,user interface is so smooth and the most of the trading is free and safe beat for both mutual funds and shares...must invest through this app
21678,"""using grow for investing on stocks and mutual funds for quite sometime, the entire app is really fluid. helps you purchase and analyze stocks easily. it just works flawless."""
21679,pls add portfolio in app
21680,"there no match for this app for investment in mutual funds. it is really one of the top notch apps for investing in stocks. seamless experience, ease of use and very helpful support system.,"
21681,"""nice mails. can you add 5 user wish list stocks in mail with its close value, event, and any insider news. for long term investment i feel to read these grow mails more convenient, rather than opening website in my mac. to be frank, please work on app ui. it’s not that friendly, very few options are their. i guess this will help me to invest more or sell my favourite stocks."""
21682,"team, develop ios widgets like party and other finance apps does with a overview of investments. hope to see it soon."
21683,"you will get everything you need in this one app it's one of the best mutual fund app, a must have on your hand sets。"
21684,very valuable app and has proven to be accurate and reliable with all the latest market updates i value as a most comprehensive tool that provides detailed information about my investment 。
21685,i am fully impressed with this grow app it's best one even for users having minimal knowledge about stock market and share market 。
21686,"very much impressed and happy after using this application. this application is easy to operate and gives you the option of comparing the stocks of companies in the same industry. ,"
21687,"wisdom is great for new investors, user best opportunities here we can also verify our investments details within finger tips, it's an ultimate sip application."
21688,"there are no annual maintenance charges, one of the best share market apps for investment and also the best for buying stocks and shares. all the trading tips provided by experts are really helpful. thanks wisdom"
21689,wisdom is a real app and i have to let you know this has been a very helpful platform at which not only did i spend but i also learned a great deal about it. good to invest the mutual funds.
21690,wisdom assisted me to put money into the very best mutual funds by providing me legitimate strategies and information. i keep myself current with the information they supply.
21691,"with wisdom, you can save 1.5% on commissions by heading to a load mutual fund that ends up having a big amount return by the end of the year. you must try it."
21692,wisdom is a real app and i have to tell you that this has been a very helpful platform at which not only did i invest but i also learned a great deal about it.
21693,so great to realize that wisdom is this wonderful mutual fund investing app that's helping people and reaching them through the comfort of their property.
21694,"i provide wisdom 5 stars and i highly recommend this app to everybody looking for a safe escape for investing, particularly to people that are beginners and would like to find out more."
21695,"i believe wisdom deserves the perfect score. i really like this app from the base of my heart. it is simple, secure, and extremely informative. customer service is able to respond within a day. all the transactions make immediately."
21696,wisdom is now my favorite app for investments since it has all the features i have ever desired in a mutual fund program. the app is faster and allows us to make all transactions.
21697,monthly subscription? no thanks!
21698,i never knew it is really simple to invest in mutual funds and well wisdom has given me this sort of flexibility. this app is ultimate. this program is really a godsend and extremely easy to use. very a wonderful app. i'm super pleased with the kind of investments which they provide.
21699,"i've experienced low resource usage, wisdom is truly convenient and cost-effective. you need to give it a go. i am impressed to get all the services in an app for a company that doesn't take a penny from customer money."
21700,"what i like about fisdomis it is powerless and does not involve any complicated process, unlike other mutual funds programs. using it for 1 week and fulfilled with how much i am learning about investing. you will learn about investing in virtually no time. no running around for workout and getting them prepared. wisdom is definitely a game-changer."
21701,wisdom provides me complete info on the best way to purchase and where to invest for the future according to the goals. i highly recommend this app to everyone.
21702,hi i am playing this game since 2011 still the best
21703,nice
21704,"para mi este juegos no nesesita actualizaciones, es denial en todos los sentidos."
21705,easy to use. great choices!
21706,very good
21707,great no bad things
21708,gives you what you need thanks
21709,great app i have been using it since 2013 and found great
21710,it isn't working for me. doesn't get past the edge screen :(
21711,super easy app to use. provides a decent variety of choices as far as ring tones ect. some of the samples provided may not be quality but there is usually such a large selection of each that i havent had any problem finding one of the same that is.
21712,their wallpaper are good quality 🤠🤠
21713,superb app
21714,good
21715,it r o c k s got wood¿
21716,ok app
21717,very good app
21718,great app
21719,good
21720,"it has most of what your looking for, but, if you hit the don't show in the box that shows up, it won't let you set the ring tone or notifications tone to what you want. been trying to get it fixed."
21721,xxx
21722,"used to be good, but now there's an ad every five seconds and... it's just not as good as it used to be."
21723,high rated app.absolutely fantastic
21724,"very entertaining,laugh alot!!"
21725,it very good
21726,love it
21727,good app
21728,"i love edge! its cheap, easy to use, & has tons of ringtones and wallpapers!!"
21729,this app is good but ads are the main problem. sometimes the ads contain sexual content.
21730,none
21731,good
21732,good
21733,very interesting ringtones and w.papers... i set funny and amazing ringtones for each and every contact...
21734,nice
21735,very nice app
21736,"almost every time when you do something a add pops up. rather load a different app, lots of them available."
21737,amazing wallpapers tunes etc its are use full app
21738,nyc
21739,use to be great but now wants you to pay for a subscription and they dont even have themes. i can download any wallpaper they have for free without the app.
21740,very good app
21741,we have access to all requirement for which edge is providing
21742,superb edge i love you
21743,best app
21744,easy to use
21745,it has worked really great for me and im very happy with this app
21746,very interesting app. we can explore many types of ringtones & hd wallpaper.. i love this app...❤️❤️
21747,very good
21748,always find what i'm looking for.
21749,excellent
21750,excellent app. brings life to your mobile
21751,nice
21752,could imagine a phone without it.
21753,it's okay
21754,so nice
21755,suneelreddy
21756,"always good, never had a problem."
21757,highly recommend works well
21758,wonderful app
21759,i like this app
21760,very good
21761,"i have used edge for about 10+ years. when i bought my samsung s9, i tried some of samsung theme apps. those apps never worked right & i ended up deleting them & removing them didnt always fix my phone back. edge products are easy to install, remove & i have always found just the perfect screens & packages with matching icons. i've used edge for over 10 years & i will continue until cell phones are obsolete. i love that they have ringtones & other sounds etc all in 1 place. you rock edge!"
21762,cool app
21763,pretty awesome my kids love it too
21764,good app
21765,very nice
21766,jbvvjv oh ft if dad for exo
21767,भारी
21768,good app :)
21769,this works great!
21770,"terrible, let's you search for 10 seconds then crashes"
